first name,last name,username,birthday,picture,room,addresses,phone numbers,emails,relationships,pets,meals,allergies,dietary restrictions
NEIL,SANCHEZ,sanchezn2,1949-07-20, , ,"","","","","","",
ODIS,WARD,wardo1,1943-12-26, , ,"","","","","","",
YONG,SCOTT,scotty1,1946-08-01, , ,"","","","","","",
Henry,LEE,leeh1,1967-02-06, , ,"","","","","","",
NORMAND,BAKER,bakern0,1951-05-08, , ,"","","","","","",
DOYLE,JACKSON,jacksond0,1953-06-20, , ,"","","","","","",
NORMAND,JOHNSON,johnsonn0,1976-05-07, , ,"","","","","","",
ABRAM,KING,kinga2,1953-07-05, , ,"","","","","","",
ZACHARIAH,WALKER,walkerz0,1934-04-19, , ,"","","","","","",
HERBERT,THOMAS,thomash0,1996-06-21, , ,"","","","","","",
NORMAND,JACKSON,jacksonn0,1947-09-05, , ,"","","","","","",
GEORGE,ROBERTS,robertsg1,1972-04-01, , ,"","","","","","",
RANDELL,WALKER,walkerr1,1939-11-15, , ,"","","","","","",
ISAAC,MARTINEZ,martinezi1,1974-11-18, , ,"","","","","","",
JEFFEREY,KING,kingj2,1995-07-24, , ,"","","","","","",
DEREK,EVANS,evansd1,2000-09-14, , ,"","","","","","",
BRANDON,COX,coxb0,1970-10-25, , ,"","","","","","",
MOHAMED,CAMPBELL,campbellm0,1973-09-22, , ,"","","","","","",
BASIL,GREEN,greenb2,1935-03-24, , ,"","","","","","",
JEFFERSON,JACKSON,jacksonj1,1994-08-19, , ,"","","","","","",
BARRY,CARTER,carterb0,1942-03-17, , ,"","","","","","",
BART,CAMPBELL,campbellb0,1955-08-26, , ,"","","","","","",
CORY,WARD,wardc1,1952-08-16, , ,"","","","","","",
JEFFERSON,ROBERTS,robertsj1,1982-04-24, , ,"","","","","","",
RANDY,GREEN,greenr0,1979-11-07, , ,"","","","","","",
BEN,PHILLIPS,phillipsb4,1936-03-16, , ,"","","","","","",
OLIVER,EVANS,evanso0,2002-12-08, , ,"","","","","","",
NORMAN,DIAZ,diazn1,1952-09-18, , ,"","","","","","",
JEFFEREY,KING,kingj3,2003-03-25, , ,"","","","","","",
NOEL,MITCHELL,mitchelln2,1968-01-02, , ,"","","","","","",
NOEL,COX,coxn1,1951-11-01, , ,"","","","","","",
HERMAN,WALKER,walkerh0,1967-02-03, , ,"","","","","","",
RASHAD,MARTINEZ,martinezr0,1971-12-03, , ,"","","","","","",
YOUNG,WALKER,walkery0,1993-09-20, , ,"","","","","","",
HERIBERTO,JACKSON,jacksonh1,2004-10-19, , ,"","","","","","",
YOUNG,YOUNG,youngy0,1976-08-25, , ,"","","","","","",
OLIN,COX,coxo0,1959-04-02, , ,"","","","","","",
MOHAMED,EVANS,evansm0,1941-12-15, , ,"","","","","","",
